UniqueKey,Date_Test,TesterInitial,Bck_Consent,Bck_UsedService,Bck_Test_Self,Bck_Test_Friends,Bck_Test_Others,Bck_Test_Unk,Bck_Gender,Bck_SubstanceType,Bck_Description,Bck_Sub_Onsite,Bck_Sub_Offsite,Bck_Sub_GroundFind,Bck_Sub_Medical,Bck_Sub_Security,Bck_Sub_Online,Bck_Belief,Bck_Belief_Other,Raman_Consent,Raman_Result_1,Raman_Result_1_clean,Raman_Result_1_Other,Raman_Result_1_Other_clean,Raman_Result_2,Raman_Result_2_clean,Raman_Result_2_Other,Raman_Result_2_Other_clean,Raman_Result_3,Raman_Result_3_clean,Raman_Result_3_Other,Raman_Result_3_Other_clean,Raman_Result_4,Raman_Result_4_clean,Raman_Result_4_Other,Raman_Result_4_Other_clean,MachineCode,Howmany,Fentanyl_Conset,FTIR,Raman,Comments,Positive,Negative,UniqueCode,Color_Consent,Color_Result,Color_Result_2C,Color_Result_Other,Discard_YesMass_Before,Wereyousurprisedbythisresult,Areyousatisfiedwiththedrugcheckingprocess,Basedontheresultwhatwillyoudowithyourdrug,Mass_Comments,Data Entry
357,2017-08-09,EG,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1321,No,,,,1,1,0,0,,Haley
358,2017-08-09,KM,0,0,Yes,No,No,No,0,0,,No,No,No,No,No,Yes,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1322,No,,,,1,0,0,0,,Haley
359,2017-08-09,KM,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1325,No,,,,1,1,0,2,,Haley
360,2017-08-09,KM,0,0,Yes,No,No,No,0,0,,No,No,No,Yes,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1309,No,,,,1,0,0,0,,Haley
361,2017-08-09,AQ,0,2,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,CALCIUM SULFATE,CALCIUM SULFATE,,,,,,,,,5,,Yes,No,Yes,,No,Yes,1293,No,,,,1,1,0,2,,Haley
362,2017-08-09,AQ,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,7,OTHER,DIMEHTYL SULFONE,DIMEHTYL SULFONE,,,,,,,,,5,,Yes,No,Yes,,No,Yes,1292,No,,,,1,1,0,0,,Haley
363,2017-08-09,AQ,0,2,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4165,No,,,,1,1,0,0,,Haley
364,2017-08-09,AQ,0,0,Yes,No,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,2017-08-09,No,,,,1,1,0,0,,Haley
365,2017-08-09,AQ,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,1303,No,,,,1,1,0,0,,Haley
366,2017-08-09,AQ,0,0,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,1310,No,,,,1,1,0,0,,Haley
367,2017-08-09,,0,2,No,Yes,No,No,0,0,,Yes,No,No,No,No,No,3,,No,7,OTHER,LIDOCAINE,LIDOCAINE,7,OTHER,SODIUM ACETATE,SODIUM ACETATE,,,,,,,,,,,Yes,No,No,,No,Yes,1319,No,,,,0,0,0,4,,Haley
368,2017-08-09,LR,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1290,No,,,,,,,,blank,Haley
369,2017-08-09,KM,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4133,No,,,,1,1,0,0,,Haley
370,2017-08-09,KM,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4135,No,,,,1,0,0,0,,Haley
371,2017-08-09,KM,0,2,Yes,No,Yes,No,0,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,CAFFEINE,CAFFEINE,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4142,No,,,,1,0,0,0,,Haley
372,2017-08-09,KM,0,2,Yes,Yes,Yes,Yes,0,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4141,No,,,,1,1,0,0,,Haley
373,2017-08-09,KM,0,2,Yes,Yes,Yes,No,1,0,,No,No,Yes,No,No,No,11,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,No,No,,No,Yes,1662,No,,,,1,0,0,7,,Haley
374,2017-08-09,KM,0,2,Yes,No,No,No,1,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,No,Yes,No,,No,No,4148,No,,,,1,1,0,0,,Haley
375,2017-08-08,KM,0,2,Yes,No,No,No,1,1,,No,Yes,No,No,No,No,0,,No,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4152,No,,,,1,1,0,0,,Haley
376,2017-08-09,KM,0,2,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,3,,No,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,No,4151,No,,,,1,0,0,0,,Haley
377,2017-08-09,EG,0,1,Yes,No,Yes,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,14,Yes,Yes,No,,No,Yes,4158,No,,,,1,1,0,0,,Haley
378,2017-08-09,EG,0,1,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4157,No,,,,1,1,0,0,,Haley
379,2017-08-09,KM,0,0,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1288,No,,,,1,0,0,2,,Haley
380,2017-08-09,KM,0,0,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,6,,Yes,7,OTHER,2CB,2Cx,,,,,,,,,,,,,4,,Yes,Yes,No,could be 2ci or 2cb,No,No,1289,No,,,,1,1,0,2,,Haley
381,2017-08-09,LR,0,0,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,7,OTHER,CAFFEINE,CAFFEINE,1,MDMA,,,,,,,,,,,2,,Yes,Yes,No,70/30 caffeine:mdma,No,Yes,4154,No,,,,1,0,0,7,surprised by the amount of caffeine,Haley
382,2017-08-09,LR,0,2,Yes,Yes,No,No,1,0,,No,Yes,No,No,No,No,3,,Yes,7,OTHER,BENZOCAINE,BENZOCAINE,3,COCAINE,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1665,No,,,,1,1,0,4,,Haley
383,2017-08-09,LR,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1664,No,,,,1,1,0,0,,Haley
384,2017-08-09,LR,0,2,Yes,Yes,No,No,0,0,,No,Yes,No,No,No,No,3,,No,3,COCAINE,,,8,NO MATCH,,,,,,,,,,,,,Yes,No,No,"noisy read, no detected adulterants, may be present at <5%",No,Yes,1522,No,,,,1,1,0,0,,Haley
385,2017-08-09,LR,0,2,Yes,Yes,No,No,1,1,,No,Yes,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4139,No,,,,1,1,0,2,,Haley
386,2017-08-09,LR,0,2,Yes,Yes,No,No,1,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1521,No,,,,1,0,0,0,,Haley
387,2017-08-09,LR,0,0,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,No,Yes,No,,No,No,4155,No,,,,1,1,0,0,,Haley
388,2017-08-09,LR,0,2,Yes,Yes,No,No,1,,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4166,No,,,,1,1,0,0,,Haley
389,2017-08-09,JE,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1287,No,,,,1,1,0,7,,Haley
390,2017-08-09,HB,0,0,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1291,No,,,,1,0,0,0,,Haley
391,2017-08-09,FB,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,11,,Yes,2,MDA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4150,No,,,,1,1,0,0,,Haley
392,2017-08-09,FB,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4156,No,,,,1,0,0,0,,Haley
393,2017-08-09,FB,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1772,No,,,,1,1,0,0,,Haley
394,2017-08-09,FB,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,3712,No,,,,1,1,0,0,,Haley
395,2017-08-09,FB,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4145,No,,,,1,1,0,0,,Haley
396,2017-08-09,FB,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4144,No,,,,1,1,0,1,,Haley
397,2017-08-09,FB,0,2,Yes,Yes,Yes,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4159,No,,,,1,1,0,0,,Haley
398,2017-08-09,FB,0,2,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,No,Yes,No,,No,No,4163,No,,,,1,1,0,0,,Haley
399,2017-08-09,FB,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,4,Yes,Yes,No,,No,Yes,4164,No,,,,1,0,0,0,,Haley
400,2017-08-09,FB,0,2,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,No,Yes,No,,No,No,4163,No,,,,1,1,0,0,,Haley
401,2017-08-09,FB,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,4,Yes,Yes,No,,No,Yes,4164,No,,,,1,0,0,0,,Haley
402,2017-08-09,KL,0,0,No,No,Yes,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1523,No,,,,1,0,0,7,,Haley
403,2017-08-09,KL,0,0,No,No,Yes,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,3635,No,,,,1,1,0,0,,Haley
404,2017-08-09,KL,0,0,Yes,Yes,No,No,0,0,,No,No,Yes,No,No,No,0,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,2,Yes,Yes,No,,No,Yes,4153,No,,,,1,1,0,0,,Haley
405,2017-08-09,KL,0,1,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1524,No,,,,1,1,0,0,,Haley
406,2017-08-09,KL,0,0,Yes,No,No,No,0,1,,No,No,Yes,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4162,No,,,,1,1,0,0,,Haley
407,2017-08-09,KM,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,PHENACETIN,PHENACETIN,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1648,No,,,,1,1,0,0,,Haley
408,2017-08-09,MW,0,2,Yes,Yes,No,No,1,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,PHENACETIN,PHENACETIN,,,,,,,,,2,,Yes,Yes,No,,No,No,2876,No,,,,1,0,0,7,,Haley
409,2017-08-09,LR,0,2,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,3,,Yes,7,OTHER,PHENACETIN,PHENACETIN,3,COCAINE,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4006,No,,,,1,1,0,0,,Haley
410,2017-08-09,LR,0,2,No,No,Yes,No,1,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,SAFFROLE,SAFROLE,,,,,,,,,2,4,Yes,Yes,No,,No,Yes,1629,No,,,,1,1,0,0,,Haley
411,2017-08-10,HL,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4146,No,,,,1,1,0,0,,Haley
412,2017-08-10,KL,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4147,No,,,,1,1,1,0,,Haley
413,2017-08-09,FB,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1666,No,,,,1,0,0,2,,Haley
414,2017-08-09,FB,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4134,No,,,,1,1,0,0,,Haley
415,2017-08-09,FB,0,2,Yes,Yes,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4136,No,,,,1,1,0,0,,Haley
416,2017-08-09,FB,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1659,No,,,,1,1,0,0,,Haley
417,2017-08-09,FB,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,No,Yes,No,,No,Yes,1771,No,,,,1,1,0,0,,Haley
418,2017-08-09,FB,0,0,Yes,Yes,No,No,4,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,No,Yes,No,,No,No,4009,No,,,,1,1,0,0,,Haley
419,2017-08-09,FB,0,0,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,3,,No,3,COCAINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4010,No,,,,1,1,0,0,,Haley
420,2017-08-09,FB,0,2,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1652,No,,,,1,1,0,0,,Haley
421,2017-08-09,FB,0,0,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4011,No,,,,1,1,0,0,,Haley
422,2017-08-08,FB,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4012,No,,,,1,1,0,0,,Haley
423,2017-08-09,FB,,2,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1641,No,,,,1,1,0,0,,Haley
424,2017-08-09,FB,0,2,Yes,Yes,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1639,No,,,,1,1,0,0,,Haley
425,2017-08-09,FB,0,0,Yes,Yes,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1637,No,,,,1,1,0,0,,Haley
426,2017-08-09,FB,0,2,No,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,5,Yes,Yes,No,,No,Yes,1840,No,,,,,1,0,0,,Haley
427,2017-08-09,AQ,0,2,Yes,Yes,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,5,Yes,Yes,No,,No,Yes,1632,No,,,,1,1,0,0,,Haley
428,2017-08-10,AQ,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,No,4126,No,,,,1,1,0,0,,Haley
429,2017-08-10,AQ,0,0,Yes,Yes,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1653,No,,,,1,0,0,0,,Haley
430,2017-08-09,AM,0,2,Yes,No,No,No,1,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1656,Yes,,,,1,0,0,1,,Haley
431,2017-08-09,MW,0,0,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,No,1,MDMA,,,,,,,,,,,,,,,2,,Yes,No,No,,No,Yes,1650,No,,,,0,1,0,0,,Haley
432,2017-08-09,LR,0,2,No,Yes,Yes,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,4,Yes,Yes,No,,No,Yes,1630,No,,,,1,0,0,3,,Haley
433,2017-08-09,LR,0,2,No,No,Yes,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,4,Yes,Yes,No,,No,Yes,1631,No,,,,1,1,0,3,substances were misidentified (wrong baggies/mixed up),Haley
434,2017-08-09,LR,0,2,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4008,No,,,,1,1,0,0,,Haley
435,2017-08-09,LR,0,2,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4007,No,,,,1,1,0,0,,Haley
436,2017-08-09,LR,0,2,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4005,No,,,,1,1,0,0,,Haley
437,2017-08-09,AQ,0,0,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4174,No,,,,1,1,0,0,,Haley
438,2017-08-09,MW,0,0,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,No,1,MDMA,,,,,,,,,,,,,,,2,,No,No,No,,No,No,1651,No,,,,0,1,0,0,,Haley
439,2017-08-10,MW,0,2,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4132,No,,,,1,1,0,0,,Haley
440,2017-08-09,CA,0,2,Yes,Yes,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,2,Yes,No,No,50% mdma,No,Yes,1655,No,,,,1,0,0,7,,Haley
441,,,,,No,No,No,No,,,,No,No,No,No,No,No,,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,,No,,,,1,0,0,4,,Haley
442,2017-08-09,JE,0,0,Yes,No,No,No,1,5,,No,No,No,No,No,No,7,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1645,Yes,7,,NEGATIVE,1,0,0,2,,Haley
443,2017-08-09,AQ,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4137,No,,,,1,1,0,7,,Haley
444,2017-08-09,AQ,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4002,No,,,,1,1,0,0,,Haley
445,2017-08-09,ML,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,COCAINE CAFFEINE,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1828,No,,,,1,1,0,2,,Haley
446,2017-08-09,JE,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1827,No,,,,1,1,0,0,,Haley
447,2017-08-09,LL,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,7,OTHER,CAFFEINE,CAFFEINE,1,MDMA,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1832,No,,,,1,0,0,7,,Haley
448,2017-08-09,KL,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,3,Yes,Yes,No,,No,Yes,1836,No,,,,1,1,0,0,,Haley
449,2017-08-09,KL,0,2,Yes,Yes,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,3,Yes,Yes,No,,No,Yes,1835,No,,,,1,1,0,0,,Haley
450,2017-08-09,KL,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1834,No,,,,1,1,0,0,,Haley
451,2017-08-09,JE,0,1,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,3,Yes,Yes,No,,No,Yes,4003,No,,,,1,1,0,0,,Haley
452,2017-08-09,JE,0,1,Yes,Yes,No,No,,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,1,Yes,Yes,No,,No,Yes,4004,No,,,,1,1,0,0,,Haley
453,2017-08-09,JE,0,0,No,No,No,No,0,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1644,No,,,,1,1,0,0,,Haley
454,2017-08-09,JE,0,0,Yes,Yes,No,No,0,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,1,Yes,Yes,No,,No,Yes,1638,No,,,,1,1,0,0,,Haley
455,2017-08-09,JE,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1643,No,,,,1,1,0,0,,Haley
456,2017-08-09,JE,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1642,No,,,,1,1,0,0,,Haley
457,2017-08-09,JE,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4160,No,,,,1,1,0,0,,Haley
458,2017-08-09,KL,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4125,No,,,,1,1,0,0,,Haley
459,2017-08-09,KL,0,1,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,7,OTHER,CREATINE,CREATINE,6,KETAMINE,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4127,No,,,,1,0,0,4,will probably discard after getting more info and talking to dealer,Haley
460,2017-08-09,KL,0,2,No,Yes,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4130,No,,,,1,1,0,0,,Haley
461,2017-08-09,AQ,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1660,No,,,,1,1,0,0,,Haley
462,2017-08-09,KM,0,0,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1649,No,,,,1,1,0,0,,Haley
463,2017-08-08,AQ,0,2,Yes,Yes,No,No,1,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,1814,No,,,,1,0,0,0,,Haley
464,2017-08-08,AQ,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,MDEA,OTHER,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,1816,No,,,,1,0,0,7,,Haley
465,2017-08-08,KM,0,2,Yes,Yes,No,No,1,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1815,No,,,,1,0,0,0,,Haley
466,2017-08-09,,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,No,Yes,No,,No,Yes,1502,No,,,,1,1,0,0,,Haley
467,2017-08-09,KM,0,0,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,2878,No,,,,1,1,0,0,,Haley
468,2017-08-09,KM,0,2,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1520,No,,,,1,1,0,0,,Haley
469,2017-08-09,KM,0,2,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1519,No,,,,1,0,0,2,,Haley
